577,1,62
95,577,58
312,95,56
690,312,95
9,1,95
26,9,43
505,26,92
690,505,18
416,9,94
540,416,49
690,540,64
596,1,68
283,596,65
736,283,8
690,736,72
194,1,42
276,194,45
759,276,100
690,759,89
2,690,37
285,1,38
507,9,43
285,507,65
17,285,98
485,1,29
160,485,46
308,160,81
91,1,86
849,91,35
308,849,42
17,308,48
501,276,87
17,501,93
109,485,8
543,109,13
854,1,63
286,854,93
543,286,64
17,543,26
230,1,76
659,230,88
739,1,73
659,739,99
665,659,11
17,665,10
551,485,2
551,577,28
800,551,6
99,285,15
800,99,8
17,800,15
177,9,2
801,177,26
525,285,97
801,525,63
569,577,12
801,569,62
17,801,84
529,1,86
129,529,23
962,129,93
17,962,30
2,17,76
428,283,95
35,428,16
259,854,91
445,259,76
35,445,50
213,194,10
470,213,47
35,470,9
35,505,24
626,286,78
35,626,8
212,577,93
212,91,95
645,212,48
566,285,49
645,566,48
35,645,86
350,91,21
692,350,15
35,692,66
946,739,24
949,946,99
35,949,96
2,35,29
380,485,85
139,380,28
462,139,37
207,529,32
462,207,11
917,739,29
253,917,46
253,380,5
417,529,37
253,417,10
462,253,19
24,854,8
355,24,18
57,230,66
355,57,3
462,355,84
393,566,30
619,194,18
393,619,19
462,393,18
400,596,49
480,400,23
816,596,96
816,9,64
480,816,79
462,480,50
462,543,1
667,485,22
605,667,21
462,605,60
243,739,65
824,243,71
462,824,98
932,129,5
462,932,60
2,462,21
819,485,9
878,819,75
503,878,3
885,24,67
503,885,73
919,416,3
79,485,33
919,79,86
503,919,75
2,503,15
469,285,61
366,469,92
572,194,47
366,572,30
679,596,24
366,679,56
609,366,44
357,577,62
931,357,75
993,230,57
931,993,87
609,931,20
2,609,14
643,596,14
924,643,48
633,924,28
633,932,69
12,577,9
97,12,17
150,285,29
97,150,6
30,739,79
97,30,36
633,97,63
661,230,3
103,661,56
633,103,52
554,230,81
310,554,3
633,310,11
255,854,26
338,255,49
633,338,81
133,285,89
568,133,96
22,854,94
568,22,49
568,259,1
568,566,61
633,568,13
625,572,100
786,577,4
625,786,48
633,625,93
814,485,18
633,814,2
2,633,46
660,814,58
643,660,19
778,350,81
643,778,15
427,596,7
780,427,52
780,507,58
55,194,60
780,55,62
780,854,43
643,780,50
855,946,44
643,855,18
901,26,62
901,667,57
643,901,45
936,212,9
643,936,28
643,949,4
119,780,36
643,119,42
158,55,63
158,566,87
158,350,22
643,158,85
152,194,64
264,152,30
264,619,66
643,264,38
727,485,100
404,727,90
404,993,31
643,404,8
411,194,58
427,411,31
669,91,68
427,669,90
162,9,97
427,162,89
643,427,24
472,417,81
643,472,9
538,416,32
643,538,62
426,285,34
596,426,32
2,643,10
288,739,79
232,288,91
657,232,16
421,679,18
903,91,86
421,903,89
657,421,34
385,596,77
770,385,62
396,9,36
770,396,99
657,770,65
455,230,20
8,455,34
8,57,49
657,8,25
961,577,25
953,961,29
657,953,41
657,962,14
990,22,75
657,990,93
991,643,4
657,991,9
2,657,38
