961,577,25
814,485,18
643,660,19
2,690,37
569,577,12
577,1,62
633,924,28
357,577,62
421,679,18
427,411,31
9,1,95
854,1,63
633,932,69
643,778,15
643,780,50
485,1,29
259,854,91
350,91,21
854,22,96
633,97,63
643,855,18
158,55,63
421,903,89
79,485,33
643,901,45
659,230,88
158,566,87
160,485,46
17,285,98
445,259,76
462,139,37
253,917,46
312,95,56
366,469,92
380,485,85
416,9,94
427,596,7
901,26,62
919,416,3
739,1,73
854,259,19
554,230,81
619,194,18
643,936,28
17,308,48
462,207,11
551,485,2
212,577,93
366,572,30
427,669,90
936,212,9
736,283,8
596,1,68
643,949,4
462,253,19
543,109,13
551,577,28
286,854,93
308,160,81
366,679,56
953,961,29
991,643,4
17,501,93
462,355,84
355,24,18
962,129,93
568,133,96
17,543,26
139,380,28
462,393,18
24,854,8
26,9,43
283,596,65
338,255,49
901,667,57
665,659,11
690,312,95
572,194,47
596,426,32
17,665,10
212,91,95
404,727,90
417,529,37
428,283,95
690,505,18
727,485,100
568,22,49
17,800,15
119,780,36
462,480,50
540,416,49
310,554,3
690,540,64
568,259,1
57,230,66
657,232,16
659,739,99
17,801,84
462,543,1
543,286,64
355,57,3
400,596,49
690,736,72
819,485,9
152,194,64
17,962,30
462,605,60
55,194,60
99,285,15
679,596,24
690,759,89
849,91,35
566,285,49
657,421,34
503,878,3
213,194,10
919,79,86
462,824,98
503,885,73
404,993,31
97,12,17
625,572,100
645,212,48
133,285,89
462,932,60
232,288,91
308,849,42
931,357,75
949,946,99
97,150,6
770,385,62
778,350,81
780,427,52
469,285,61
472,417,81
503,919,75
538,416,32
946,739,24
780,507,58
625,786,48
657,770,65
12,577,9
525,285,97
243,739,65
393,566,30
97,30,36
660,814,58
770,396,99
855,946,44
780,55,62
657,8,25
816,596,96
657,953,41
150,285,29
529,1,86
22,854,94
276,194,45
35,428,16
393,619,19
924,643,48
95,577,58
993,230,57
800,551,6
568,566,61
626,286,78
657,962,14
455,230,20
35,445,50
396,9,36
816,9,64
780,854,43
645,566,48
657,990,93
264,152,30
35,470,9
990,22,75
667,485,22
669,91,68
633,103,52
643,119,42
657,991,9
285,1,38
30,739,79
35,505,24
426,285,34
91,1,86
917,739,29
931,993,87
692,350,15
885,24,67
786,577,4
643,158,85
194,1,42
2,17,76
35,626,8
932,129,5
633,310,11
643,264,38
2,35,29
507,9,43
255,854,26
288,739,79
35,645,86
800,99,8
633,338,81
2,462,21
480,400,23
501,276,87
264,619,66
285,507,65
35,692,66
385,596,77
661,230,3
759,276,100
643,404,8
177,9,2
2,503,15
103,661,56
129,529,23
230,1,76
35,949,96
801,177,26
878,819,75
633,568,13
643,427,24
2,609,14
480,816,79
8,455,34
824,243,71
633,625,93
643,472,9
162,9,97
2,633,46
207,529,32
253,380,5
427,162,89
903,91,86
8,57,49
801,525,63
605,667,21
609,366,44
643,538,62
2,643,10
470,213,47
505,26,92
253,417,10
411,194,58
801,569,62
609,931,20
633,814,2
643,596,14
158,350,22
2,657,38
109,485,8
